PATH_NAME,TYPE,ISGROUP,DRILLTYPE,hasEventID,KEY,TIMERANGE(optional),TEMPLATE_NAME_WITH_FILEPATH
LTE_HANDOVER_FAILURE_SUBSCRIBER_ERAB_DRILLDOWN,null,true,null,true,null,_15MIN,lte/handoverfailure/eventanalysis/q_lte_handoverfailure_detailed_erab_eventanalysis_raw_by_imsi.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_ERAB_DRILLDOWN,null,true,null,true,null,_DAY,lte/handoverfailure/eventanalysis/q_lte_handoverfailure_detailed_erab_eventanalysis_raw_by_imsi.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,false,null,false,null,_RAW,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,false,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,false,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_aggregration_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,false,null,false,null,_DAY,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_aggregration_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,true,null,false,null,_RAW,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,true,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,true,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_aggregation_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_HANDOVERSTAGE_ANALYSIS,BSC,true,null,false,null,_DAY,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_handoverstage_aggregation_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_exec.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_exec.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_exec.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_exec.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_PREP_RANKING_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_prep.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_PREP_RANKING_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_prep.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_PREP_RANKING_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_prep.vm
LTE_HANDOVER_FAILURE_SUBSCRIBER_PREP_RANKING_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/ranking/q_handoverfailure_ranking_raw_by_subscriber_prep.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_aggregation_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_aggregation_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_RAW,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_aggregration_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_DAY,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_eventsummary_aggregration_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,false,null,true,null,_RAW,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,false,null,true,null,_1MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,false,null,true,null,_15MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,false,null,true,null,_DAY,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_RAW,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_1MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_15MIN,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_enodeB.vm
LTE_HANDOVER_FAILURE_ENODEB_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_DAY,lte/handoverfailure/eventanalysis/enodeB/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_enodeB.vm
############### LTE HFA ECELL
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,false,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,false,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,false,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_aggregation_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,false,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_aggregation_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,true,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,true,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,true,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_aggregation_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_HANDOVER_STAGE_ANALYSIS,CELL,true,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_handoverstage_aggregation_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_aggregation_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_aggregation_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_aggregation_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_EVENT_SUMMARY_ANALYSIS,null,true,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_eventsummary_aggregation_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_by_eCell.vm
################ LTE HFA ECELL GROUP
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,true,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_RAW,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_1MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_15MIN,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ECELL_GROUP_DETAILED_EVENT_ANALYSIS,null,true,null,false,null,_DAY,lte/handoverfailure/eventanalysis/eCell/q_lte_handoverfailure_detailed_eventanalysis_raw_group_by_eCell.vm
LTE_HANDOVER_FAILURE_ENODEB_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_EXEC_RANKING_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_PREP_RANKING_ANALYSIS,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_PREP_RANKING_ANALYSIS,null,false,null,false,null,_1MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_PREP_RANKING_ANALYSIS,null,false,null,false,null,_15MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_enodebid.vm
LTE_HANDOVER_FAILURE_ENODEB_PREP_RANKING_ANALYSIS,null,false,null,false,null,_DAY,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_enodebid.vm
################  LTE HFA SOURCE CELL RANKING
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_EXEC,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_EXEC,null,false,null,false,null,_1MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_EXEC,null,false,null,false,null,_15MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_EXEC,null,false,null,false,null,_DAY,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_PREP,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_PREP,null,false,null,false,null,_1MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_PREP,null,false,null,false,null,_15MIN,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_sourcecell.vm
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/SOURCECELL_PREP,null,false,null,false,null,_DAY,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_aggregation_by_sourcecell.vm
################  LTE HFA TARGET CELL RANKING
LTE_HANDOVER_FAILURE_RANKING_ANALYSIS/TARGETCELL_EXEC,null,false,null,false,null,_RAW,lte/handoverfailure/ranking/q_lte_handoverfailure_ranking_raw_by_targetcell.vm
